grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
4123382,4,23,FRENCH BROAD RIVER,"BLANTYRE, NC",US,35.299,-82.6237,766.6,627.99,1920,2019,100,0,,,,,1920,2019,100,27.849,0.878246064,1145.637965
4123385,4,23,NOLICHUCKY RIVER,"EMBREEVILLE, TN",US,36.1765,-82.4574,2085,463.08,1900,2019,120,16.17718419,,,,,1900,2019,120,39.28,1.23873408,594.1170647
4123400,4,23,MUSKINGUM RIVER,"MCCONNELSVILLE, OH",US,39.6451,-81.8499,19223,198.21,1921,2019,99,9.190157602,,,,,1921,2019,99,224.791,7.089008976,368.7774528
4123510,4,23,WHITEWATER RIVER,"NEAR ALPINE, IND.",US,39.5795,-85.158,1351.9,228.66,1928,2019,92,0.003028284,,,,,1928,2019,92,17.003,0.536206608,396.6318574
4123550,4,23,LITTLE MIAMI RIVER,"NEAR SPRING VALLEY, OHIO",US,39.5834,-84.0302,947.9,222.29,1968,1985,18,0.079592486,,,,,1968,1985,18,11.936,0.376413696,397.1027492
4123810,4,23,TUG FORK,"LITWAR, W.VA.",US,37.4857,-81.8437,1305.4,285.4,1930,1985,56,1.433389545,,,,,1930,1985,56,15.728,0.495998208,379.9587927
4123811,4,23,TUG FORK,"NEAR KERMIT, WV",US,37.8176,-82.3888,3076.9,177.34,1934,1985,52,0,,,,,1934,1985,52,40.156,1.266359616,411.569962
4123850,4,23,LITTLE COAL RIVER,"DANVILLE, W.VA.",US,38.0798,-81.8362,696.7,201.51,1930,1984,55,0,,,,,1930,1984,55,10.112,0.318892032,457.7178585
4125010,4,25,ILLINOIS RIVER,"NEAR TAHLEQUA, OK",US,35.9229,-94.9236,2483.8,202.43,1935,2019,85,0,,,,,1935,2019,85,27.143,0.855981648,344.6258346
4125020,4,25,SPRING RIVER,"NEAR WACO, MO",US,37.2456,-94.5661,3014.8,253.97,1924,2019,96,0,,,,,1924,2019,96,27.147,0.856107792,283.9683535
4125025,4,25,NEOSHO RIVER,"NEAR IOLA, KS",US,37.8909,-95.4308,9888.6,278.82,1895,2019,125,11.74449027,,,,,1895,2019,125,52.873,1.667402928,168.6187052
4125026,4,25,NEOSHO RIVER,"NEAR PARSONS, KS",US,37.3401,-95.11,12703.9,246.96,1921,2019,99,0,1921,2001,81,0.625,1921,2019,99,77.939,2.457884304,193.4747836
4125027,4,25,NEOSHO RIVER,"NEAR COMMERCE, OK",US,36.9287,-94.9575,15218.8,228.29,1939,2019,81,0,1939,2000,62,0.273224044,1939,2019,81,107.831,3.400558416,223.4445828
4125028,4,25,NEOSHO RIVER,"NEAR CHOUTEAU, OK",US,36.2295,-95.1827,29873.1,168.86,1937,2018,82,16.00984391,1937,2000,64,20.63492063,1937,2018,82,252.953,7.977125808,267.0337463
4125050,4,25,VERDIGRIS RIVER,"NEAR CLAREMORE, OK",US,36.3073,-95.698,16923.1,164.17,1935,2019,85,0,,,,,1935,2019,85,119.448,3.766912128,222.5899586
4125055,4,25,BIRD CREEK,"NEAR SPERRY, OK",US,36.2784,-95.9542,2343.9,176.61,1938,2019,82,0,,,,,1938,2019,82,15.941,0.502715376,214.4781672
4125060,4,25,CIMARRON RIVER,"PERKINS, OK",US,35.9576,-97.032,46236.7,248.38,1939,1991,53,0.215869004,,,,,1939,1991,53,38.077,1.200796272,25.97063095
4125061,4,25,CIMARRON RIVER,"NEAR RIPLEY, OK",US,35.9859,-96.9123,46565.6,242.58,1987,2019,33,0,,,,,1987,2019,33,52.269,1.648355184,35.39855997
4125062,4,25,CIMARRON RIVER,"NEAR DOVER, OK",US,35.9517,-97.9145,40696.7,304.55,1973,2019,47,0,,,,,1973,2019,47,21.929,0.691552944,16.99285062
4125063,4,25,CIMARRON RIVER,"NEAR WAYNOKA, OK",US,36.5173,-98.8795,34535.1,416.77,1937,2019,83,0,,,,,1937,2019,83,7.502,0.236583072,6.850510698
4125064,4,25,CIMARRON RIVER,"NEAR FORGAN, OK",US,37.0111,-100.4918,22108.2,707.15,1965,2019,55,1.860890787,,,,,1965,2019,55,1.306,0.041186016,1.862929411
4125065,4,25,COUNCIL CREEK,"NEAR STILLWATER, OK",US,36.1162,-96.8678,80.3,252.46,1934,1993,60,0,,,,,1934,1993,60,0.35,0.0110376,137.4545455
4125070,4,25,WALNUT RIVER,"WINFIELD, KS",US,37.2242,-96.9948,4869.2,330.06,1921,2019,99,0,,,,,1921,2019,99,26.281,0.828797616,170.2122763
4125075,4,25,CIMARRON RIVER,"NEAR KENTON, OK",US,36.9267,-102.9591,2864.5,1299.08,1950,2019,70,0,,,,,1950,2019,70,0.423,0.013339728,4.656913248
4125080,4,25,CHIKASKIA RIVER,"NEAR BLACKWELL, OK",US,36.8114,-97.2773,4814.8,294.87,1936,2019,84,0,,,,,1936,2019,84,17.244,0.543806784,112.9448334
4125100,4,25,PAWNEE RIVER,"ROZEL, KS",US,38.2,-99.3476,5563.3,621.87,1924,2019,96,0.080864091,,,,,1924,2019,96,1.546,0.048754656,8.763621592
4125110,4,25,NORTH FORK NINNESCAH RIVER,"ABOVE CHENEY RESERVOIRE, KS",US,37.8636,-98.0148,2038.3,443.8,1965,2019,55,0,,,,,1965,2019,55,3.935,0.12409416,60.88120493
4125200,4,25,POTEAU RIVER,"NEAR PANAMA, OK",US,35.1657,-94.653,4576.5,118.25,1989,2019,31,4.457897633,1989,2000,12,12.12121212,1989,2019,31,60.951,1.922150736,420.004531
4125205,4,25,FOURCHE MALINE,"NEAR RED OAK, OK",US,34.9126,-95.1558,315.9,164.84,1938,2019,82,0.518117169,1938,2000,63,3.230148048,1938,2019,82,3.798,0.119773728,379.1507692
4125210,4,25,JAMES FORK,"NEAR HACKETT, AR",US,35.1626,-94.4072,380.7,140.12,1958,2016,59,0,1958,2000,43,0.784313725,1958,2016,59,4.252,0.134091072,352.2224113
4125500,4,25,ARKANSAS RIVER,"TULSA, OK",US,36.1406,-96.0064,193252.9,187.52,1925,2019,95,0,1965,1984,20,5.833333333,1925,2019,95,215.31,6.79001616,35.13539078
4125550,4,25,CANADIAN RIVER,"NEAR WHITEFIELD, OK",US,35.264,-95.2394,123221.8,144.22,1938,2019,82,0,1965,1984,20,5,1938,2019,82,168.489,5.313469104,43.12117745
4125551,4,25,CANADIAN RIVER,"NEAR CANADIAN, TX",US,35.935,-100.3707,59222.9,701.5,1938,2019,82,9.839100579,,,,,1938,2019,82,7.072,0.223022592,3.765816804
4125552,4,25,CANADIAN RIVER,"NEAR TAYLAOR SPRINGS, NM",US,36.297,-104.4939,7381.5,1717.55,1939,2019,81,7.104874953,,,,,1939,2019,81,1.894,0.059729184,8.091740703
4125555,4,25,NORTH CANADIAN RIVER,"NEAR WETUMKA, OK",US,35.2656,-96.2061,37011.1,206.74,1937,2019,83,0,,,,,1937,2019,83,23.362,0.736744032,19.90602906
4125560,4,25,BEAVER RIVER,"BEAVER, OK",US,36.8222,-100.5193,20603.5,721.82,1937,2019,83,0,,,,,1937,2019,83,1.62,0.05108832,2.479594244
4125561,4,25,BEAVER RIVER,"NEAR GUYMON, OK",US,36.7214,-101.4896,5540,905.47,1937,1993,57,0,,,,,1937,1993,57,0.543,0.017124048,3.090983394
4125565,4,25,DEEP FORK,"NEAR BEGGS, OK",US,35.674,-96.0686,5226.6,192.8,1938,2019,82,0,,,,,1938,2019,82,25.953,0.818453808,156.5939249
4125570,4,25,PALO DURO CREEK,"RANGE, OK",US,36.5439,-101.081,3918.7,816.79,1991,2010,20,0,,,,,1991,2010,20,0.025,0.0007884,0.20118917
4125580,4,25,NORTH CANADIAN RIVER,"CANTON, OK",US,36.077,-98.5968,32333.6,476.25,1937,2003,67,10.59896373,,,,,1937,2003,67,4.947,0.156008592,4.824968206
4125800,4,25,ARKANSAS RIVER,"LITTLE ROCK, ARK.",US,34.7501,-92.2738,409453,68.16,1927,1970,44,0,1927,1984,58,2.183406114,1927,1984,58,1125.417,35.49115051,86.67942477
4125801,4,25,ARKANSAS RIVER,ARKANSAS CITY,US,37.0564,-97.0592,113216.7,320.05,1902,2019,118,13.68852459,,,,,1902,2019,118,55.451,1.748702736,15.44562539
4125802,4,25,ARKANSAS RIVER,"NEAR HUTCHINSON, KS",US,37.9464,-97.775,100776.9,443.21,1959,2019,61,0,,,,,1959,2019,61,14.099,0.444626064,4.411983937
4125803,4,25,ARKANSAS RIVER,"ABOVE PUEBLO, CO",US,38.2717,-104.718,12095.3,1444.72,1965,2007,43,0,,,,,1965,2007,43,18.726,0.590543136,48.82418262
4125804,4,25,ARKANSAS RIVER,"MURRAY DAM NEAR LITTLE ROCK, AR",US,34.7909,-92.359,409297.7,68.16,1927,2019,93,0,,,,,1927,2019,93,1242.731,39.19076482,95.75124614
4125810,4,25,LITTLE ARKANSAS RIVER,"VALLEY CENTER, KS",US,37.8322,-97.3881,3436.9,404.06,1922,2019,98,0.141207038,,,,,1922,2019,98,8.842,0.278841312,81.13163374
4125900,4,25,WHITE RIVER,"DEVALLS BLUFF, AR",US,34.7904,-91.446,60686.3,46.61,1949,2017,69,26.50689614,1965,1970,6,1.449275362,1949,2017,69,770.264,24.2910455,400.2723103
4125901,4,25,WHITE RIVER,"NEWPORT, AR",US,35.6051,-91.2887,51437.4,59.16,1927,2017,91,6.694547897,,,,,1927,2017,91,648.685,20.45693016,397.7053692
4125902,4,25,WHITE RIVER,"BATESVILLE, AR",US,35.7598,-91.6412,28671.3,72.46,1937,2017,81,42.44992822,,,,,1937,2017,81,355.921,11.22432466,391.4829344
4125903,4,25,WHITE RIVER,"NEAR BRANSON, MO",US,36.5976,-93.2952,10417,212.14,1951,2009,59,7.133065469,,,,,1951,2009,59,110.749,3.492580464,335.2769957
4125904,4,25,WHITE RIVER,"NEAR FAYETTEVILLE, AR",US,36.0731,-94.0813,1036,346.94,1963,2018,56,6.203449138,,,,,1963,2018,56,15.734,0.496187424,478.94539
4125910,4,25,CURRENT RIVER,"DONIPHAN, MO",US,36.622,-90.8476,5278.4,97.91,1921,2019,99,0,,,,,1921,2019,99,80.311,2.532687696,479.8211003
4125911,4,25,CURRENT RIVER,"VAN BUREN, MO",US,36.9914,-91.0148,4317.5,134.96,1921,2019,99,0,,,,,1921,2019,99,56.941,1.795691376,415.9099887
4125915,4,25,SPRING RIVER,"IMBODEN, AR",US,36.2053,-91.1721,3064,77.44,1936,2018,83,9.183367235,,,,,1936,2018,83,40.8,1.2866688,419.9310705
4125917,4,25,ELEVEN POINT RIVER,"NEAR RAVENDEN SPRINGS, AR",US,36.3467,-91.1135,2937,89,1929,2016,88,8.580598471,,,,,1929,2016,88,33.25,1.048572,357.0214505
4125918,4,25,ELEVEN POINT RIVER,"NEAR BARDLEY, MO",US,36.6487,-91.201,2053.9,125.22,1921,2019,99,0,,,,,1921,2019,99,22.377,0.705681072,343.5810273
4125920,4,25,BUFFALO RIVER,"NEAR ST. JOE, AR",US,35.984,-92.7457,2147.1,170.8,1939,2018,80,0.027973984,,,,,1939,2018,80,30.225,0.9531756,443.9362862
4125925,4,25,JAMES RIVER,"GALENA, MO",US,36.8053,-93.4616,2556.3,280.83,1921,2019,99,0,,,,,1921,2019,99,28.53,0.89972208,351.9626335
4125930,4,25,KINGS RIVER,"NEAR BERRYVILLE, AR",US,36.4267,-93.621,1364.9,293.55,1939,2018,80,21.76323815,,,,,1939,2018,80,16.495,0.52018632,381.1167998
4125940,4,25,BLACK RIVER,"ELGIN FERRY, AR",US,35.7642,-91.2946,21802.6,-999,1999,2018,20,0.014186409,,,,,1999,2018,20,292.961,9.238818096,423.7484564
4125941,4,25,BLACK RIVER,"BLACK ROCK, AR",US,36.1042,-91.0973,19085.7,69.97,1929,2018,90,9.031919167,,,,,1929,2018,90,251.529,7.932218544,415.6105641
4125942,4,25,BLACK RIVER,"NEAR CORNING, AR",US,36.402,-90.5415,4529.9,83.18,1938,2017,80,2.630576996,,,,,1938,2017,80,54.27,1.71145872,377.8137972
4125943,4,25,BLACK RIVER,"POPLAR BLUFF, MO",US,36.7595,-90.3882,3224.6,96.77,1936,2019,84,2.420930618,,,,,1936,2019,84,39.601,1.248857136,387.2905588
4125944,4,25,BLACK RIVER,"NEAR ANNAPOLIS, MO",US,37.3362,-90.7887,1253.6,173.65,1939,2019,81,0.061450225,,,,,1939,2019,81,17.199,0.542387664,432.6640587
4125950,4,25,JACKS FORK,"EMINENCE, MO",US,37.155,-91.3587,1030.8,187.72,1921,2019,99,0,,,,,1921,2019,99,13.427,0.423433872,410.7817928
4126100,4,26,LITTLE RIVER,"NEAR HORATIO, AR",US,33.9196,-94.3877,6894.6,83.18,1931,2018,88,0.003148714,1931,2000,70,1.438848921,1931,2018,88,111.349,3.511502064,509.3119346
4126150,4,26,BIG CYPRESS CREEK,"NEAR JEFFERSON, TX",US,32.7496,-94.4988,2201.5,54.86,1924,2019,96,26.06853618,1924,2000,77,26.03938731,1924,2019,96,17.688,0.557808768,253.3766832
4126300,4,26,MUDDY BOGGY CREEK,"NEAR UNGER, OK",US,34.0268,-95.7502,5887.1,119.7,1982,2019,38,0,,,,,1982,2019,38,54.084,1.705593024,289.7170125
4126301,4,26,MUDDY BOGGY CREEK,"NEAR FARRIS, OK",US,34.2715,-95.9122,2815.3,133.98,1937,2019,83,0,,,,,1937,2019,83,25.183,0.794171088,282.091105
4126350,4,26,WICHITA RIVER,"NEAR CHARLIE, TX",US,34.0532,-98.2967,8907,266,1967,2018,52,0,,,,,1967,2018,52,8.775,0.2767284,31.06864264
4126351,4,26,WICHITA RIVER,"NEAR MABELLE, TX",US,33.7601,-99.1428,5402.7,323.92,1959,2019,61,0,,,,,1959,2019,61,3.796,0.119710656,22.15756122
4126352,4,26,WICHITA RIVER,"NEAR SEYMOUR, TX",US,33.7004,-99.3887,4853.7,351.34,1959,2019,61,28.53991452,,,,,1959,2019,61,3.93,0.12393648,25.53443352
4126700,4,26,OUACHITA RIVER,"MONROE, LA.",US,32.5054,-92.1257,39621.8,9.57,1929,1975,47,14.07988755,1965,1975,11,0,1929,1975,47,444.292,14.01119251,353.6233213
4126701,4,26,OUACHITA RIVER,"CAMDEN, AR",US,33.5965,-92.8182,13874.6,21.85,1928,2018,91,8.696985495,1928,2000,73,0,1928,2018,91,218.363,6.886295568,496.3238989
4126702,4,26,OUACHITA RIVER,NEAR AR/LA STATE LININE,US,33.0312,-92.0879,27938.3,19.81,1958,2011,54,43.45389445,,,,,1958,2011,54,111.081,3.503050416,125.3852388
4126750,4,26,SALINE RIVER,"NEAR RYE, ARK",US,33.7009,-92.026,5444.2,29.58,1937,2016,80,0.003461885,1937,2000,64,0,1937,2016,80,74.748,2.357252928,432.9842636
4126800,4,26,RED RIVER,"ALEXANDRIA, LA.",US,31.313,-92.4429,174825,13.49,1928,1983,56,0,1928,1983,56,1.818181818,1928,1983,56,872.09,27.50223024,157.3129143
4126801,4,26,RED RIVER,"INDEX, AR",US,33.5521,-94.0413,124397.7,75.25,1936,2018,83,0.016846361,,,,,1936,2018,83,363.171,11.45296066,92.06730234
4126802,4,26,RED RIVER,"ARTHUR CITY, TX",US,33.8751,-95.5019,115335.3,115.85,1905,2019,115,21.96512327,,,,,1905,2019,115,256.406,8.086019616,70.10880117
4126803,4,26,RED RIVER,"NEAR BURKBURNETT, TX",US,34.1101,-98.5317,53276.3,290.34,1924,2019,96,37.03501094,1960,2000,41,0,1924,2019,96,31.844,1.004232384,18.8495144
4126804,4,26,RED RIVER,"DENISON DAM NEAR DENISON, TX",US,33.819,-96.5633,102874.8,150.88,1924,2019,96,8.023488972,,,,,1924,2019,96,138.26,4.36016736,42.38324021
4126805,4,26,RED RIVER,"NEAR GAINESVILLE, TX",US,33.7279,-97.16,79725.4,191.39,1936,2019,84,0,,,,,1936,2019,84,88.253,2.783146608,34.90915829
4126806,4,26,RED RIVER,"SPRING BANK, AR",US,33.0807,-93.8618,-999,-999,1997,2019,23,0,,,,,1997,2019,23,599.025,18.8908524,n.a.
4126810,4,26,NORTH FORK RED RIVER,"NEAR HEADRICK, OK",US,34.6345,-99.0967,10992,394.66,1905,2019,115,25.79911409,1905,2000,96,31.58813264,1905,2019,115,9.015,0.28429704,25.86399563
4126815,4,26,ELM FORK RED RIVER,"NEAR CARL, OK",US,35.0117,-99.9037,1077.4,522.72,1959,2019,61,25.06404392,1959,2000,42,36.58536585,1959,2019,61,0.992,0.031283712,29.03630221
4126850,4,26,PEASE RIVER,"NEAR CHILDRESS, TX",US,34.2276,-100.0737,7132.9,455.06,1959,2011,53,9.649308123,1959,2000,42,12.24489796,1959,2011,53,1.696,0.053485056,7.498360555
4126851,4,26,PEASE RIVER,"NEAR VERNON, TX",US,34.1793,-99.2781,9033.9,355.41,1959,2019,61,15.86915631,,,,,1959,2019,61,2.7,0.0851472,9.425298044
4127100,4,27,MERAMEC RIVER,"NEAR EUREKA, MO",US,38.5056,-90.5918,9810.9,123.19,1903,2019,117,13.16803366,,,,,1903,2019,117,93.618,2.952337248,300.9242014
4127150,4,27,HATCHIE RIVER,"BOLIVAR, TN",US,35.2754,-88.9767,3833.2,98.6,1929,2019,91,0.942040067,,,,,1929,2019,91,68.765,2.16857304,565.7343838
4127200,4,27,KASKASKIA RIVER,"NEW ATHENS, IL",US,38.3292,-89.8793,13418.9,109.58,1909,2018,110,48.14926726,,,,,1909,2018,110,110.92,3.49797312,260.6751015
4127201,4,27,KASKASKIA RIVER,"CARLYLE, IL",US,38.6117,-89.3562,7042.2,122.81,1908,2019,112,21.7822755,,,,,1908,2019,112,62.393,1.967625648,279.4049655
4127202,4,27,KASKASKIA RIVER,"VANDALIA, IL",US,38.9606,-89.089,5024.6,138.17,1908,2019,112,1.520837933,,,,,1908,2019,112,44.29,1.39672944,277.9782351
4127310,4,27,TALLAHATCHIE RIVER,"MONEY, MS",US,33.6514,-90.2108,13522.4,30.17,1995,2019,25,0.218642117,,,,,1995,2019,25,214.176,6.754254336,499.4863586
4127400,4,27,OBION RIVER,"HIGHWAY 51 NEAR OBION, TN",US,36.2398,-89.2178,4856.3,-999,1929,2018,90,16.57735896,,,,,1929,2018,90,77.923,2.457379728,506.0189296
4127500,4,27,MISSISSIPPI RIVER,"NEAR ARKANSAS CITY, ARK",US,33.5576,-91.2376,2928254,29.46,1928,1980,53,0,,,,,1928,1980,53,15774.224,497.4559281,169.8814133
4127501,4,27,MISSISSIPPI RIVER,"THEBES, IL",US,37.2167,-89.464,1847188,91.44,1933,2019,87,2.321003334,,,,,1933,2019,87,6149.687,193.9365292,104.9901414
4127502,4,27,MISSISSIPPI RIVER,"CHESTER, IL",US,37.9028,-89.8362,1835274,103.95,1942,2019,78,0,,,,,1942,2019,78,6075.215,191.5879802,104.392031
4127503,4,27,MISSISSIPPI RIVER,"ST. LOUIS, MO",US,38.6289,-90.1798,1805230,115.81,1880,2019,140,0,,,,,1880,2019,140,5429.568,171.2268564,94.85043814
4127600,4,27,BIG SUNFLOWER RIVER,"SUNFLOWER, MS",US,33.5473,-90.5431,1986.5,28.33,1935,2019,85,27.45392759,,,,,1935,2019,85,30.04,0.94734144,476.8897256
4127610,4,27,COLDWATER RIVER,"NEAR OLIVE BRANCH, MS",US,34.9078,-89.7506,494.7,85.34,1996,2018,23,18.95656578,1996,2000,5,0,1996,2018,23,6.175,0.1947348,393.6422074
4127700,4,27,BIG BLACK RIVER,"NEAR BOVINA, MS",US,32.3475,-90.6967,7283.1,25.89,1936,2019,84,0.003286555,,,,,1936,2019,84,106.979,3.373689744,463.2216699
4127701,4,27,BIG BLACK RIVER,"WEST, MS",US,33.1942,-89.7708,2659.9,76.12,1971,2019,49,0.011452786,,,,,1971,2019,49,42.683,1.346051088,506.0532682
4127800,4,27,MISSISSIPPI RIVER,"VICKSBURG, MS",US,32.315,-90.9058,2964255,14.09,1931,2019,89,1.31751483,1928,1983,56,63.22869955,1928,2019,92,17543.121,553.2398639,186.6370686
4127910,4,27,HOMOCHITTO RIVER,"ROSETTA, MISS.",US,31.3247,-91.1094,2038.3,28.77,1951,2019,69,2.978259113,,,,,1951,2019,69,31.215,0.98439624,482.9496345
4127920,4,27,BUFFALO RIVER,"NEAR WOODVILLE, MS",US,31.2269,-91.2956,466.2,28.81,1942,2019,78,4.917336354,,,,,1942,2019,78,8.24,0.25985664,557.3930502
4127930,4,27,MISSISSIPPI RIVER,"TARBERT LANDING, MS",US,31.0085,-91.6237,3250000,2,1982,1991,10,77.79129906,1965,1984,20,25,1965,1991,27,14687.49,463.1846846,142.5183645
4127935,4,27,ATCHAFALAYA RIVER,RED RIVER LANDING AT SIMMESPORT,US,30.97755,-91.802828,-999,-999,,,,,1928,1964,37,0,1928,1964,37,17846.682,562.8129636,n.a.
4127940,4,27,AMITE RIVER,"NEAR DARLINGTON, LA.",US,30.8891,-90.8445,1502.2,44.44,1950,2019,70,0,,,,,1950,2019,70,25.692,0.810222912,539.3575503
4127941,4,27,AMITE RIVER,"NEAR DENHAM SPRINGS, LA",US,30.4641,-90.9904,3315.2,-999,1938,2019,82,0.010212071,,,,,1938,2019,82,59.091,1.863493776,562.1059894
4127950,4,27,TICKFAW RIVER,"HOLDEN, LA.",US,30.5038,-90.6773,639.7,5.69,1940,2019,80,1.272663877,,,,,1940,2019,80,10.718,0.338002848,528.3771268
4131030,4,31,SAINT JOHN RIVER,"BELOW FISH RIVER, FORT KENT,ME",US,47.2598,-68.5948,15317.3,149.02,1926,2019,94,0,,,,,1926,2019,94,278.597,8.785834992,573.5890132
4131031,4,31,SAINT JOHN RIVER,"DICKEY, ME",US,47.1123,-69.0898,6941.2,179.95,1910,2019,110,32.44257506,,,,,1910,2019,110,137.427,4.333897872,624.3730006
4131500,4,31,SAINT CROIX RIVER,"BARING, ME",US,45.1367,-67.3175,3558.7,20.19,1959,2019,61,0,,,,,1959,2019,61,75.215,2.37198024,666.52998
4131501,4,31,SAINT CROIX RIVER,"VANCEBORO, ME",US,45.569,-67.4292,1069.7,112.1,1928,2019,92,0,,,,,1928,2019,92,21.158,0.667238688,623.7624455
4132010,4,32,PIGEON RIVER,"MIDDLE FALLS NEAR GRAND PORTAGE, MINN.",US,48.0121,-89.6162,1577.3,240.05,1921,2018,98,1.09806785,,,,,1921,2018,98,14.048,0.443017728,280.8709364
4132100,4,32,NEMADJI RIVER,"NEAR SOUTH SUPERIOR, WI",US,46.6333,-92.0941,1087.8,183.22,1973,2019,47,0,,,,,1973,2019,47,11.024,0.347652864,319.592631
4132200,4,32,SAINT LOUIS RIVER,"SCANLON, MN",US,46.7033,-92.4188,8883.7,335.66,1908,2018,111,0,,,,,1908,2018,111,67.975,2.1436596,241.3025654
4132300,4,32,BAD RIVER,"NEAR ODANAH, WIS.",US,46.4863,-90.6963,1546.2,203.7,1914,2019,106,24.25923987,,,,,1914,2019,106,17.609,0.555317424,359.1498021
4132800,4,32,ONTONAGON RIVER,"NEAR ROCKLAND, MI",US,46.7208,-89.2071,3470.6,194.68,1942,2019,78,0,,,,,1942,2019,78,38.286,1.207387296,347.8900755
4132900,4,32,TAHQUAMENON RIVER,"NEAR PARADISE, MICH.",US,46.575,-85.2696,2046.1,212.76,1953,2019,67,0,,,,,1953,2019,67,25.569,0.806343984,394.0882577
4133100,4,33,FORD RIVER,"NEAR HYDE, MICH.",US,45.7555,-87.2015,1165.5,207.8,1954,2018,65,0,,,,,1954,2018,65,10.182,0.321099552,275.5036911
4133200,4,33,FOX RIVER,"RAPID CROCHE DAM NEAR WRIGHTSTOWN, WIS.",US,44.3175,-88.1973,15565.9,-999,1917,2013,97,0,1965,1984,20,0,1917,2013,97,122.238,3.854897568,247.6501563
4133250,4,33,FOX RIVER,"BERLIN, WIS.",US,43.9539,-88.9523,3470.6,226.93,1898,2019,122,0.006775374,,,,,1898,2019,122,32.943,1.038890448,299.3403008
4133260,4,33,WOLF RIVER,"NEW LONDON, WI",US,44.3922,-88.7404,5853.4,227.97,1913,2018,106,0.002606474,,,,,1913,2018,106,50.873,1.604330928,274.0853056
4133300,4,33,MILWAUKEE RIVER,"MILWAUKEE, WIS.",US,43.1,-87.909,1802.6,185.08,1914,2018,105,0,,,,,1914,2018,105,13.011,0.410314896,227.6239299
4133400,4,33,MENOMINEE RIVER,"NEAR MCALLISTER, WI",US,45.3258,-87.6634,10178.7,189.65,1945,2018,74,32.62891584,,,,,1945,2018,74,92.815,2.92701384,287.5626396
4133401,4,33,MENOMINEE RIVER,"TWIN FALLS NEAR IRON MOUNTAIN, MI",US,45.8713,-88.0701,4662,323.7,1914,2016,103,0,,,,,1914,2016,103,49.502,1.561095072,334.8552278
4133450,4,33,MANISTIQUE RIVER,"NEAR MANISTIQUE, MI",US,46.0305,-86.1612,2849,185.46,1938,2019,82,0,,,,,1938,2019,82,40.131,1.265571216,444.215941
4133500,4,33,SAINT JOSEPH RIVER,"NILES, MI",US,41.8292,-86.2597,9494.9,192.94,1930,2018,89,0,,,,,1930,2018,89,100.063,3.155586768,332.3454452
4133501,4,33,SAINT JOSEPH RIVER,"MOTTVILLE, MI",US,41.8009,-85.7561,4832.9,230.22,1923,2019,97,0,,,,,1923,2019,97,48.003,1.513822608,313.2327605
4133550,4,33,ELKHART RIVER,"GOSHEN, IND.",US,41.5934,-85.8486,1538.5,234.52,1931,2019,89,0,,,,,1931,2019,89,15.484,0.488303424,317.3892909
4133650,4,33,KALAMAZOO RIVER,"NEAR ALLEGAN, MI",US,42.4823,-85.7984,3962.7,198.12,2000,2005,6,0,,,,,2000,2005,6,45.742,1.442519712,364.0244561
4133651,4,33,KALAMAZOO RIVER,"NEAR BATTLE CREEK, MI",US,42.3239,-85.1975,2134.2,248.41,1937,2019,83,0,,,,,1937,2019,83,20.148,0.635387328,297.7168625
4133652,4,33,KALAMAZOO RIVER,"MARSHALL, MI",US,42.2648,-84.9639,1162.9,267.2,1948,2019,72,27.53275869,,,,,1948,2019,72,9.557,0.301389552,259.1706527
4133700,4,33,MUSKEGON RIVER,"NEAR CROTON, MI",US,43.4347,-85.6653,5990.7,210.31,1995,2019,25,0.01165637,,,,,1995,2019,25,58.755,1.85289768,309.2956883
4133701,4,33,MUSKEGON RIVER,"EVART, MI",US,43.8992,-85.2553,3711.5,298.01,1930,2018,89,2.897647609,,,,,1930,2018,89,30.047,0.947562192,255.3043761
4133750,4,33,GRAND RIVER,"GRAND RAPIDS, MICH.",US,42.9645,-85.6764,12691,178.52,1901,2018,118,21.0243528,1965,1984,20,0,1901,2018,118,111.239,3.508033104,276.4189665
4133751,4,33,GRAND RIVER,"LANSING, MI",US,42.7506,-84.5553,3185.7,245.53,1901,2019,119,23.71270257,,,,,1901,2019,119,25.924,0.817539264,256.6278256
4133800,4,33,MANISTEE RIVER,"NEAR SHERMAN, MICH.",US,44.4364,-85.6987,2219.6,245.13,1903,2018,116,14.74141409,,,,,1903,2018,116,30.243,0.953743248,429.6914976
4133801,4,33,MANISTEE RIVER,"NEAR WELLSTON, MI",US,44.2594,-85.9417,3758.1,195.07,1996,2018,23,0,,,,,1996,2018,23,49.593,1.563964848,416.1583907
4134300,4,34,TITTABAWASEE RIVER,"MIDLAND, MI",US,43.5953,-84.2355,6216,176.81,1936,2018,83,0,,,,,1936,2018,83,50.837,1.603195632,257.9143552
4134350,4,34,CHIPPEWA RIVER,"NEAR MOUNT PLEASANT, MICH.",US,43.6256,-84.7078,1077.4,216.52,1930,2018,89,1.141666148,,,,,1930,2018,89,9.482,0.299024352,277.542558
4134400,4,34,SAGINAW RIVER,"SAGINAW, MI",US,43.4128,-83.963,15695.4,172.23,1904,2012,109,77.59536699,,,,,1904,2012,109,132.456,4.177132416,266.1373661
